source_document,page_pdf,tableau_pdf,type_eau,milieu,parametre_pdf,parametre_code_propose,parametre_libelle_propose,famille_parametre,unite_pdf,classe_qualite,borne_min,operateur_min,borne_max,operateur_max,valeur_intervalle_originale,couleur_classe,indice_min,indice_max,confiance_extraction,commentaire_validation
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,pH,PH,pH,acidification,,excellente,6.5,>=,8.5,<=,"6,5-8,5",bleu,80,100,moyenne,tableau simplifié avec cellules vides pour certaines classes
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,pH,PH,pH,acidification,,bonne,,,,,,vert,60,80,moyenne,tableau simplifié avec cellules vides pour certaines classes
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,pH,PH,pH,acidification,,moyenne,8.5,>=,9.2,<=,"8,5-9,2",orange/jaune,40,60,moyenne,tableau simplifié avec cellules vides pour certaines classes
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,pH,PH,pH,acidification,,mauvaise,,,,,,rouge/violet,20,40,moyenne,tableau simplifié avec cellules vides pour certaines classes
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,pH,PH,pH,acidification,,tres_mauvaise,,,,,,violet/rouge,0,20,moyenne,tableau simplifié avec cellules vides pour certaines classes
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,O2 dissous,O2_DISSOUS,O2 dissous,oxygene_matiere_organique,mg/l,excellente,7,>=,16,<=,7-16,bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,O2 dissous,O2_DISSOUS,O2 dissous,oxygene_matiere_organique,mg/l,bonne,5,>=,7,<=,5-7,vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,O2 dissous,O2_DISSOUS,O2 dissous,oxygene_matiere_organique,mg/l,moyenne,3,>=,7,<=,3-7,orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,O2 dissous,O2_DISSOUS,O2 dissous,oxygene_matiere_organique,mg/l,mauvaise,1,>=,3,<=,1-3,rouge/violet,20,40,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,O2 dissous,O2_DISSOUS,O2 dissous,oxygene_matiere_organique,mg/l,tres_mauvaise,0,>=,1,<=,0-1,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Ammonium,NH4,Ammonium,azote,mg/l,excellente,0,>=,0.1,<=,"0-0,1",bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Ammonium,NH4,Ammonium,azote,mg/l,bonne,0.1,>=,0.5,<=,"0,1-0,5",vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Ammonium,NH4,Ammonium,azote,mg/l,moyenne,0.5,>=,2,<=,"0,5-2",orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Ammonium,NH4,Ammonium,azote,mg/l,mauvaise,2,>=,8,<=,2-8,rouge/violet,20,40,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Ammonium,NH4,Ammonium,azote,mg/l,tres_mauvaise,8,>=,250,<=,8-250,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,NTK,NTK,NTK,azote,mg N/l,excellente,0,>=,1,<=,0-1,bleu,80,100,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,NTK,NTK,NTK,azote,mg N/l,bonne,1,>=,2,<=,1-2,vert,60,80,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,NTK,NTK,NTK,azote,mg N/l,moyenne,2,>=,3,<=,2-3,orange/jaune,40,60,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,NTK,NTK,NTK,azote,mg N/l,mauvaise,3,>=,380,<=,3-380,rouge/violet,20,40,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,NTK,NTK,NTK,azote,mg N/l,tres_mauvaise,,,,,,violet/rouge,0,20,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Nitrates,NO3,Nitrates,azote,mg/l,excellente,0,>=,10,<=,0-10,bleu,80,100,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Nitrates,NO3,Nitrates,azote,mg/l,bonne,10,>=,25,<=,10-25,vert,60,80,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Nitrates,NO3,Nitrates,azote,mg/l,moyenne,25,>=,50,<=,25-50,orange/jaune,40,60,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Nitrates,NO3,Nitrates,azote,mg/l,mauvaise,50,>=,300,<=,50-300,rouge/violet,20,40,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Nitrates,NO3,Nitrates,azote,mg/l,tres_mauvaise,,,,,,violet/rouge,0,20,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Orthophosphates (PO4³-),PO4,Orthophosphates,phosphore,mg/l,excellente,0,>=,0.2,<=,"0-0,2",bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Orthophosphates (PO4³-),PO4,Orthophosphates,phosphore,mg/l,bonne,0.2,>=,0.5,<=,"0,2-0,5",vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Orthophosphates (PO4³-),PO4,Orthophosphates,phosphore,mg/l,moyenne,0.5,>=,1,<=,"0,5-1",orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Orthophosphates (PO4³-),PO4,Orthophosphates,phosphore,mg/l,mauvaise,1,>=,5,<=,1-5,rouge/violet,20,40,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Orthophosphates (PO4³-),PO4,Orthophosphates,phosphore,mg/l,tres_mauvaise,5,>=,60,<=,5-60,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,P.total,P_TOTAL,P total,phosphore,mg/l,excellente,0,>=,0.1,<=,"0-0,1",bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,P.total,P_TOTAL,P total,phosphore,mg/l,bonne,0.1,>=,0.3,<=,"0,1-0,3",vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,P.total,P_TOTAL,P total,phosphore,mg/l,moyenne,0.3,>=,0.5,<=,"0,3-0,5",orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,P.total,P_TOTAL,P total,phosphore,mg/l,mauvaise,0.5,>=,3,<=,"0,5-3",rouge/violet,20,40,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,P.total,P_TOTAL,P total,phosphore,mg/l,tres_mauvaise,3,>=,130,<=,3-130,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,CE 20°c,CONDUCTIVITE,Conductivité,mineralisation,µs/cm,excellente,0.5,>=,750,<=,"0,5-750",bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,CE 20°c,CONDUCTIVITE,Conductivité,mineralisation,µs/cm,bonne,750,>=,1300,<=,750-1300,vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,CE 20°c,CONDUCTIVITE,Conductivité,mineralisation,µs/cm,moyenne,1300,>=,2700,<=,1300-2700,orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,CE 20°c,CONDUCTIVITE,Conductivité,mineralisation,µs/cm,mauvaise,2700,>=,3000,<=,2700-3000,rouge/violet,20,40,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,CE 20°c,CONDUCTIVITE,Conductivité,mineralisation,µs/cm,tres_mauvaise,3000,>=,20500,<=,3000-20500,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Sulfates,SO4,Sulfates,mineralisation,mg/l,excellente,0,>=,100,<=,0-100,bleu,80,100,moyenne,classe bonne lue visuellement comme 100--200
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Sulfates,SO4,Sulfates,mineralisation,mg/l,bonne,,,,,100--200,vert,60,80,moyenne,classe bonne lue visuellement comme 100--200
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Sulfates,SO4,Sulfates,mineralisation,mg/l,moyenne,200,>=,250,<=,200-250,orange/jaune,40,60,moyenne,classe bonne lue visuellement comme 100--200
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Sulfates,SO4,Sulfates,mineralisation,mg/l,mauvaise,250,>=,400,<=,250-400,rouge/violet,20,40,moyenne,classe bonne lue visuellement comme 100--200
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Sulfates,SO4,Sulfates,mineralisation,mg/l,tres_mauvaise,400,>=,3000,<=,400-3000,violet/rouge,0,20,moyenne,classe bonne lue visuellement comme 100--200
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,MES,MES,MES,matieres_en_suspension,mg/l,excellente,0,>=,50,<=,0-50,bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,MES,MES,MES,matieres_en_suspension,mg/l,bonne,50,>=,200,<=,50-200,vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,MES,MES,MES,matieres_en_suspension,mg/l,moyenne,200,>=,1000,<=,200-1000,orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,MES,MES,MES,matieres_en_suspension,mg/l,mauvaise,1000,>=,2000,<=,1000-2000,rouge/violet,20,40,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,MES,MES,MES,matieres_en_suspension,mg/l,tres_mauvaise,2000,>=,10000,<=,2000-10000,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,C. fécaux,CF,Coliformes fécaux,microbiologie,/100ml,excellente,0,>=,20,<=,0-20,bleu,80,100,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,C. fécaux,CF,Coliformes fécaux,microbiologie,/100ml,bonne,20,>=,2000,<=,20-2000,vert,60,80,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,C. fécaux,CF,Coliformes fécaux,microbiologie,/100ml,moyenne,2000,>=,20000,<=,2000-20000,orange/jaune,40,60,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,C. fécaux,CF,Coliformes fécaux,microbiologie,/100ml,mauvaise,,,,,20000-25.10⁶,rouge/violet,20,40,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,C. fécaux,CF,Coliformes fécaux,microbiologie,/100ml,tres_mauvaise,,,,,,violet/rouge,0,20,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,C. totaux,CT,Coliformes totaux,microbiologie,/100ml,excellente,0,>=,50,<=,0-50,bleu,80,100,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,C. totaux,CT,Coliformes totaux,microbiologie,/100ml,bonne,50,>=,5000,<=,50-5000,vert,60,80,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,C. totaux,CT,Coliformes totaux,microbiologie,/100ml,moyenne,5000,>=,50000,<=,5000-50000,orange/jaune,40,60,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,C. totaux,CT,Coliformes totaux,microbiologie,/100ml,mauvaise,,,,,50000-15.10⁷,rouge/violet,20,40,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,C. totaux,CT,Coliformes totaux,microbiologie,/100ml,tres_mauvaise,,,,,,violet/rouge,0,20,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,S. fécaux,SF,Streptocoques fécaux,microbiologie,/100ml,excellente,0,>=,20,<=,0-20,bleu,80,100,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,S. fécaux,SF,Streptocoques fécaux,microbiologie,/100ml,bonne,20,>=,1000,<=,20-1000,vert,60,80,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,S. fécaux,SF,Streptocoques fécaux,microbiologie,/100ml,moyenne,1000,>=,10000,<=,1000-10000,orange/jaune,40,60,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,S. fécaux,SF,Streptocoques fécaux,microbiologie,/100ml,mauvaise,,,,,10000-25.10⁶,rouge/violet,20,40,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,S. fécaux,SF,Streptocoques fécaux,microbiologie,/100ml,tres_mauvaise,,,,,,violet/rouge,0,20,faible,notation scientifique à confirmer; À vérifier
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Chlorophylle a,CHL_A,Chlorophylle a,biologique,µg/l,excellente,0,>=,2.5,<=,"0-2,5",bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Chlorophylle a,CHL_A,Chlorophylle a,biologique,µg/l,bonne,2.5,>=,10,<=,"2,5-10",vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Chlorophylle a,CHL_A,Chlorophylle a,biologique,µg/l,moyenne,10,>=,30,<=,10-30,orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Chlorophylle a,CHL_A,Chlorophylle a,biologique,µg/l,mauvaise,30,>=,110,<=,30-110,rouge/violet,20,40,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,13,Tableaux n°3/n°6 - Grilles simplifiées lacs,lac,eaux de lacs,Chlorophylle a,CHL_A,Chlorophylle a,biologique,µg/l,tres_mauvaise,110,>=,350,<=,110-350,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Température,T_EAU,Température,temperature,°C,excellente,0,>=,20,<=,0-20,bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Température,T_EAU,Température,temperature,°C,bonne,20,>=,25,<=,20-25,vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Température,T_EAU,Température,temperature,°C,moyenne,25,>=,30,<=,25-30,orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Température,T_EAU,Température,temperature,°C,mauvaise,30,>=,35,<=,30-35,rouge/violet,20,40,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Température,T_EAU,Température,temperature,°C,tres_mauvaise,35,>=,40,<=,35-40,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,pH,PH,pH,acidification,,excellente,6.5,>=,8.5,<=,"6,5-8,5",bleu,80,100,moyenne,tableau simplifié avec cellules vides pour certaines classes
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,pH,PH,pH,acidification,,bonne,,,,,,vert,60,80,moyenne,tableau simplifié avec cellules vides pour certaines classes
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,pH,PH,pH,acidification,,moyenne,8.5,>=,9.2,<=,"8,5-9,2",orange/jaune,40,60,moyenne,tableau simplifié avec cellules vides pour certaines classes
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,pH,PH,pH,acidification,,mauvaise,,,,,,rouge/violet,20,40,moyenne,tableau simplifié avec cellules vides pour certaines classes
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,pH,PH,pH,acidification,,tres_mauvaise,,,,,,violet/rouge,0,20,moyenne,tableau simplifié avec cellules vides pour certaines classes
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Oxydabilité KMnO4,OXYDABILITE_KMNO4,Oxydabilité KMnO4,oxygene_matiere_organique,mg/l,excellente,0,>=,2,<=,0-2,bleu,80,100,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Oxydabilité KMnO4,OXYDABILITE_KMNO4,Oxydabilité KMnO4,oxygene_matiere_organique,mg/l,bonne,2,>=,5,<=,2-5,vert,60,80,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Oxydabilité KMnO4,OXYDABILITE_KMNO4,Oxydabilité KMnO4,oxygene_matiere_organique,mg/l,moyenne,5,>=,10,<=,5-10,orange/jaune,40,60,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Oxydabilité KMnO4,OXYDABILITE_KMNO4,Oxydabilité KMnO4,oxygene_matiere_organique,mg/l,mauvaise,10,>=,60,<=,10-60,rouge/violet,20,40,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Oxydabilité KMnO4,OXYDABILITE_KMNO4,Oxydabilité KMnO4,oxygene_matiere_organique,mg/l,tres_mauvaise,,,,,,violet/rouge,0,20,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Ammonium,NH4,Ammonium,azote,mgNH4+,excellente,0,>=,0.1,<=,"0-0,1",bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Ammonium,NH4,Ammonium,azote,mgNH4+,bonne,0.1,>=,0.5,<=,"0,1-0,5",vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Ammonium,NH4,Ammonium,azote,mgNH4+,moyenne,0.5,>=,2,<=,"0,5-2",orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Ammonium,NH4,Ammonium,azote,mgNH4+,mauvaise,2,>=,8,<=,2-8,rouge/violet,20,40,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Ammonium,NH4,Ammonium,azote,mgNH4+,tres_mauvaise,8,>=,250,<=,8-250,violet/rouge,0,20,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Nitrates,NO3,Nitrates,azote,mg/l,excellente,0,>=,10,<=,0-10,bleu,80,100,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Nitrates,NO3,Nitrates,azote,mg/l,bonne,10,>=,25,<=,10-25,vert,60,80,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Nitrates,NO3,Nitrates,azote,mg/l,moyenne,25,>=,50,<=,25-50,orange/jaune,40,60,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Nitrates,NO3,Nitrates,azote,mg/l,mauvaise,50,>=,300,<=,50-300,rouge/violet,20,40,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,Nitrates,NO3,Nitrates,azote,mg/l,tres_mauvaise,,,,,,violet/rouge,0,20,moyenne,classe très mauvaise non indiquée
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,CE 20°c,CONDUCTIVITE,Conductivité,mineralisation,µs/cm,excellente,0.5,>=,750,<=,"0,5-750",bleu,80,100,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,CE 20°c,CONDUCTIVITE,Conductivité,mineralisation,µs/cm,bonne,750,>=,1300,<=,750-1300,vert,60,80,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,CE 20°c,CONDUCTIVITE,Conductivité,mineralisation,µs/cm,moyenne,1300,>=,2700,<=,1300-2700,orange/jaune,40,60,moyenne,
Système d'evaluation de la Qualité des ressources en eau.pdf,14,Tableaux n°4/n°7 - Grilles eaux souterraines,souterraine,eaux souterraines,CE 20°c,CONDUCTIVITE,Conductivité,mineralisation,µs/cm,mauvaise,2700,>=,3000,<=,2700-3000,rouge/violet,20,40,moyenne,
