table_source,pts_prelevement_original,pts_prelevement_normalise,occurrence,exemples
staging.raw_idp_2024_src_pollution_globale,TAZ_PDOM_R6,taz pdom r6,1,TAZ_PDOM_R6
staging.raw_idp_2024_src_pollution_globale,TAZ_PDOM_R9,taz pdom r9,1,TAZ_PDOM_R9
staging.raw_idp_2024_src_pollution_globale,THS_PDS_R1,ths pds r1,1,THS_PDS_R1
staging.raw_idp_2024_src_pollution_globale,TIS_DEC_PE1 (MEHDI OUAZZANI),tis dec pe1 mehdi ouazzani,1,TIS_DEC_PE1 (MEHDI OUAZZANI)
staging.raw_idp_2024_src_pollution_globale,TMH_PDOM1_R1,tmh pdom1 r1,1,TMH_PDOM1_R1
staging.raw_idp_2024_src_pollution_globale,TNT_PDS_R6,tnt pds r6,1,TNT_PDS_R6
staging.raw_idp_2024_src_pollution_globale,TRL_DOM_R2,trl dom r2,1,TRL_DOM_R2
staging.raw_idp_2024_src_pollution_globale,Z_DECH_PE1 (FORAGE IRE 898/16 AIN BOUCHIBA),z dech pe1 forage ire 898 16 ain bouchiba,1,Z_DECH_PE1 (FORAGE IRE 898/16 AIN BOUCHIBA)
staging.raw_idp_2024_src_pollution_globale,Z_DECH_PE2 (FORAGE IRE 12/517 AIN BOUCHIBA),z dech pe2 forage ire 12 517 ain bouchiba,1,Z_DECH_PE2 (FORAGE IRE 12/517 AIN BOUCHIBA)
staging.raw_idp_2024_src_pollution_globale,Zaouiat Sidi Abdeslam,zaouiat sidi abdeslam,1,Zaouiat Sidi Abdeslam
staging.raw_idp_2024_src_pollution_globale,ZDA_PDOM_R1,zda pdom r1,1,ZDA_PDOM_R1
staging.raw_idp_2024_src_pollution_globale,ZOM_PDOM_R1,zom pdom r1,1,ZOM_PDOM_R1
staging.raw_idp_2024_src_pollution_marche_cadre,AMONT BARRAGE DE GARDE,amont barrage de garde,1,AMONT BARRAGE DE GARDE
staging.raw_idp_2024_src_pollution_marche_cadre,AMONT KENITRA,amont kenitra,1,AMONT KENITRA
staging.raw_idp_2024_src_pollution_marche_cadre,AMONT STEP GHAFSAI,amont step ghafsai,1,AMONT STEP GHAFSAI
staging.raw_idp_2024_src_pollution_marche_cadre,AMONT STEP KENITRA,amont step kenitra,1,AMONT STEP KENITRA
staging.raw_idp_2024_src_pollution_marche_cadre,AMONT STEP KHEMISSET ,amont step khemisset,1,AMONT STEP KHEMISSET 
staging.raw_idp_2024_src_pollution_marche_cadre,AMONT STEP MECHRAA BEL KSIRI,amont step mechraa bel ksiri,1,AMONT STEP MECHRAA BEL KSIRI
staging.raw_idp_2024_src_pollution_marche_cadre,AMONT STEP TAOUNATE,amont step taounate,1,AMONT STEP TAOUNATE
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL CONFLUENCE SEBOU-RDAT,aval confluence sebou rdat,1,AVAL CONFLUENCE SEBOU-RDAT
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL DAR GUEDDARI,aval dar gueddari,1,AVAL DAR GUEDDARI
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL REJET MEKNES,aval rejet meknes,1,AVAL REJET MEKNES
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL REJET TIFELT,aval rejet tifelt,1,AVAL REJET TIFELT
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP AZROU,aval step azrou,1,AVAL STEP AZROU
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP DAR GUEDDARI,aval step dar gueddari,1,AVAL STEP DAR GUEDDARI
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP EL HAJEB,aval step el hajeb,1,AVAL STEP EL HAJEB
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP FES,aval step fes,1,AVAL STEP FES
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP IFRANE,aval step ifrane,1,AVAL STEP IFRANE
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP IMOUZZER MARMOUCHA,aval step imouzzer marmoucha,1,AVAL STEP IMOUZZER MARMOUCHA
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP KARIAT BA MOHAMED,aval step kariat ba mohamed,1,AVAL STEP KARIAT BA MOHAMED
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP KHEMISSET ,aval step khemisset,1,AVAL STEP KHEMISSET 
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP MECHRAA BEL KSIRI,aval step mechraa bel ksiri,1,AVAL STEP MECHRAA BEL KSIRI
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP SIDI KACEM,aval step sidi kacem,1,AVAL STEP SIDI KACEM
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP SIDI SLIMANE,aval step sidi slimane,1,AVAL STEP SIDI SLIMANE
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP SIDI YAHYA EL GHARB,aval step sidi yahya el gharb,1,AVAL STEP SIDI YAHYA EL GHARB
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP TAHLA,aval step tahla,1,AVAL STEP TAHLA
staging.raw_idp_2024_src_pollution_marche_cadre,AVAL STEP TAOUNATE,aval step taounate,1,AVAL STEP TAOUNATE
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE ALLAL EL FASSI (FOND),barrage allal el fassi fond,1,BARRAGE ALLAL EL FASSI (FOND)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE ALLAL EL FASSI (MILIEU),barrage allal el fassi milieu,1,BARRAGE ALLAL EL FASSI (MILIEU)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE ALLAL EL FASSI (SURFACE),barrage allal el fassi surface,1,BARRAGE ALLAL EL FASSI (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE ASFALOU (FOND),barrage asfalou fond,1,BARRAGE ASFALOU (FOND)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE ASFALOU (MILIEU),barrage asfalou milieu,1,BARRAGE ASFALOU (MILIEU)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE ASFALOU (SURFACE),barrage asfalou surface,1,BARRAGE ASFALOU (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE BAB LOUTA (FOND),barrage bab louta fond,1,BARRAGE BAB LOUTA (FOND)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE BAB LOUTA (MILIEU),barrage bab louta milieu,1,BARRAGE BAB LOUTA (MILIEU)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE BAB LOUTA (SURFACE),barrage bab louta surface,1,BARRAGE BAB LOUTA (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE BOUHOUDA (FOND),barrage bouhouda fond,1,BARRAGE BOUHOUDA (FOND)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE BOUHOUDA (MILIEU),barrage bouhouda milieu,1,BARRAGE BOUHOUDA (MILIEU)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE BOUHOUDA (SURFACE),barrage bouhouda surface,1,BARRAGE BOUHOUDA (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE DE GARDE  (FOND),barrage de garde fond,1,BARRAGE DE GARDE  (FOND)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE DE GARDE  (SURFACE),barrage de garde surface,1,BARRAGE DE GARDE  (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE EL KANSRA (FOND),barrage el kansra fond,1,BARRAGE EL KANSRA (FOND)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE EL KANSRA (MILIEU),barrage el kansra milieu,1,BARRAGE EL KANSRA (MILIEU)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE EL KANSRA (SURFACE),barrage el kansra surface,1,BARRAGE EL KANSRA (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE EL WAHDA (FOND),barrage el wahda fond,1,BARRAGE EL WAHDA (FOND)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE EL WAHDA (MILIEU),barrage el wahda milieu,1,BARRAGE EL WAHDA (MILIEU)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE EL WAHDA (SURFACE),barrage el wahda surface,1,BARRAGE EL WAHDA (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE IDRISS 1ER (FOND),barrage idriss 1er fond,1,BARRAGE IDRISS 1ER (FOND)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE IDRISS 1ER (MILIEU),barrage idriss 1er milieu,1,BARRAGE IDRISS 1ER (MILIEU)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE IDRISS 1ER (SURFACE),barrage idriss 1er surface,1,BARRAGE IDRISS 1ER (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE M'DEZ (FOND),barrage m dez fond,1,BARRAGE M'DEZ (FOND)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE M'DEZ (MILIEU),barrage m dez milieu,1,BARRAGE M'DEZ (MILIEU)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE M'DEZ (SURFACE),barrage m dez surface,1,BARRAGE M'DEZ (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE OULJET SOLTANE (FOND),barrage ouljet soltane fond,1,BARRAGE OULJET SOLTANE (FOND)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE OULJET SOLTANE (MILIEU),barrage ouljet soltane milieu,1,BARRAGE OULJET SOLTANE (MILIEU)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE OULJET SOLTANE (SURFACE),barrage ouljet soltane surface,1,BARRAGE OULJET SOLTANE (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE SAHLA (FOND),barrage sahla fond,1,BARRAGE SAHLA (FOND)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE SAHLA (MILIEU),barrage sahla milieu,1,BARRAGE SAHLA (MILIEU)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE SAHLA (SURFACE),barrage sahla surface,1,BARRAGE SAHLA (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE SIDI ECHAHED (FOND),barrage sidi echahed fond,1,BARRAGE SIDI ECHAHED (FOND)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE SIDI ECHAHED (MILIEU),barrage sidi echahed milieu,1,BARRAGE SIDI ECHAHED (MILIEU)
staging.raw_idp_2024_src_pollution_marche_cadre,BARRAGE SIDI ECHAHED (SURFACE),barrage sidi echahed surface,1,BARRAGE SIDI ECHAHED (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,DAYAT AOUA (SURFACE),dayat aoua surface,1,DAYAT AOUA (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,DAYAT FOUARATE,dayat fouarate,1,DAYAT FOUARATE
staging.raw_idp_2024_src_pollution_marche_cadre,DAYAT SIDI BOUGHABA,dayat sidi boughaba,1,DAYAT SIDI BOUGHABA
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE ABD NBI BOUTABEQ,forage abd nbi boutabeq,1,FORAGE ABD NBI BOUTABEQ
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE AFAQFAQ,forage afaqfaq,1,FORAGE AFAQFAQ
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE AHMED GHARAS,forage ahmed gharas,1,FORAGE AHMED GHARAS
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE ATTO MILOUD,forage atto miloud,1,FORAGE ATTO MILOUD
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE BARRAGE DE GARDE,forage barrage de garde,1,FORAGE BARRAGE DE GARDE
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE COLONEL ALLAM,forage colonel allam,1,FORAGE COLONEL ALLAM
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE DOMAINE JAWHARA,forage domaine jawhara,1,FORAGE DOMAINE JAWHARA
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE DRISS NAISSA (CDA 224 BEL KSIRI),forage driss naissa cda 224 bel ksiri,1,FORAGE DRISS NAISSA (CDA 224 BEL KSIRI)
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE FERME HADDADI ,forage ferme haddadi,1,FORAGE FERME HADDADI 
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE FERME HAJ MOUHCINE ,forage ferme haj mouhcine,1,FORAGE FERME HAJ MOUHCINE 
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE FERME HERATI,forage ferme herati,1,FORAGE FERME HERATI
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE FERME MED SQALI,forage ferme med sqali,1,FORAGE FERME MED SQALI
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE FERME ZNAIBER,forage ferme znaiber,1,FORAGE FERME ZNAIBER
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE HUILERIE TALAA,forage huilerie talaa,1,FORAGE HUILERIE TALAA
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE ONE Z.I KENITRA,forage one z i kenitra,1,FORAGE ONE Z.I KENITRA
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE ONEP BEN AOUDA,forage onep ben aouda,1,FORAGE ONEP BEN AOUDA
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE ONEP KSAIBIA,forage onep ksaibia,1,FORAGE ONEP KSAIBIA
staging.raw_idp_2024_src_pollution_marche_cadre,FORAGE SOCHATOUR,forage sochatour,1,FORAGE SOCHATOUR
staging.raw_idp_2024_src_pollution_marche_cadre,FOUM KHNEG,foum khneg,1,FOUM KHNEG
staging.raw_idp_2024_src_pollution_marche_cadre,LAGUNE MERJA ZARGA (SURFACE),lagune merja zarga surface,1,LAGUNE MERJA ZARGA (SURFACE)
staging.raw_idp_2024_src_pollution_marche_cadre,POINT RP1 AVAL TAZA,point rp1 aval taza,1,POINT RP1 AVAL TAZA
staging.raw_idp_2024_src_pollution_marche_cadre,PONT KHENICHET,pont khenichet,1,PONT KHENICHET
staging.raw_idp_2024_src_pollution_marche_cadre,PONT KROUMAN,pont krouman,1,PONT KROUMAN
staging.raw_idp_2024_src_pollution_marche_cadre,PONT PORTUGAIS,pont portugais,1,PONT PORTUGAIS
staging.raw_idp_2024_src_pollution_marche_cadre,PONT RS 302,pont rs 302,1,PONT RS 302
staging.raw_idp_2024_src_pollution_marche_cadre,PT RP 21 (OUED BOUFEKRANE),pt rp 21 oued boufekrane,1,PT RP 21 (OUED BOUFEKRANE)
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS ABD KADER BALLALA,puits abd kader ballala,1,PUITS ABD KADER BALLALA
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS AHMED JIRRARI,puits ahmed jirrari,1,PUITS AHMED JIRRARI
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS AIN ASSOU,puits ain assou,1,PUITS AIN ASSOU
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS AIN SKHOUNE,puits ain skhoune,1,PUITS AIN SKHOUNE
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS AIT YADINE,puits ait yadine,1,PUITS AIT YADINE
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS ALLAL ZOUHRI,puits allal zouhri,1,PUITS ALLAL ZOUHRI
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS AVAL BOULEMANE,puits aval boulemane,1,PUITS AVAL BOULEMANE
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS BACHEKAR HASSAN,puits bachekar hassan,1,PUITS BACHEKAR HASSAN
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS BADIA SAHLI,puits badia sahli,1,PUITS BADIA SAHLI
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS BEN SMIME,puits ben smime,1,PUITS BEN SMIME
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS BRIQUETERIE,puits briqueterie,1,PUITS BRIQUETERIE
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS DAR BEL GHAZI,puits dar bel ghazi,1,PUITS DAR BEL GHAZI
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS DOUAR AIT BOUTAIB,puits douar ait boutaib,1,PUITS DOUAR AIT BOUTAIB
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS DOUAR BEL KOURA,puits douar bel koura,1,PUITS DOUAR BEL KOURA
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS DOUAR OUERSEFAN,puits douar ouersefan,1,PUITS DOUAR OUERSEFAN
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS DOUAR TOUIZA,puits douar touiza,1,PUITS DOUAR TOUIZA
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS FERME BEN ALI (NOUVEAU) ,puits ferme ben ali nouveau,1,PUITS FERME BEN ALI (NOUVEAU) 
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS FERME BENNANI,puits ferme bennani,1,PUITS FERME BENNANI
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS FERME ZNIBER SADEK,puits ferme zniber sadek,1,PUITS FERME ZNIBER SADEK
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS FOURRIERE,puits fourriere,1,PUITS FOURRIERE
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS GHOUAZI OUAZZAA,puits ghouazi ouazzaa,1,PUITS GHOUAZI OUAZZAA
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS HABRI HADOU ,puits habri hadou,1,PUITS HABRI HADOU 
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS HRICHMANE,puits hrichmane,1,PUITS HRICHMANE
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS KBIR BOUTARTA,puits kbir boutarta,1,PUITS KBIR BOUTARTA
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS KHLIFI RAMOU,puits khlifi ramou,1,PUITS KHLIFI RAMOU
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS LABYAR (AIN DORRIJ),puits labyar ain dorrij,1,PUITS LABYAR (AIN DORRIJ)
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS LAMSARA,puits lamsara,1,PUITS LAMSARA
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS LAZZOU ABD WAHD,puits lazzou abd wahd,1,PUITS LAZZOU ABD WAHD
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS LHAMMANI BRAHIM,puits lhammani brahim,1,PUITS LHAMMANI BRAHIM
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS LOUTFI BENKAMLEH,puits loutfi benkamleh,1,PUITS LOUTFI BENKAMLEH
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS MANSOUR CHERINI,puits mansour cherini,1,PUITS MANSOUR CHERINI
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS MOHAMED CHEHYMA,puits mohamed chehyma,1,PUITS MOHAMED CHEHYMA
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS MOHAMED HASSANI,puits mohamed hassani,1,PUITS MOHAMED HASSANI
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS ONEP AIN AICHA,puits onep ain aicha,1,PUITS ONEP AIN AICHA
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS ONEP GUIGUO,puits onep guiguo,1,PUITS ONEP GUIGUO
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS RAS TABOUDA,puits ras tabouda,1,PUITS RAS TABOUDA
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS SOUK EL HAD (GHAFSAI),puits souk el had ghafsai,1,PUITS SOUK EL HAD (GHAFSAI)
staging.raw_idp_2024_src_pollution_marche_cadre,PUITS STATION DAR SALEM,puits station dar salem,1,PUITS STATION DAR SALEM
staging.raw_idp_2024_src_pollution_marche_cadre,SIDI MOKHFI,sidi mokhfi,1,SIDI MOKHFI
staging.raw_idp_2024_src_pollution_marche_cadre,SOURCE ABATTOIR,source abattoir,1,SOURCE ABATTOIR
staging.raw_idp_2024_src_pollution_marche_cadre,SOURCE AKBOUB ,source akboub,1,SOURCE AKBOUB 
staging.raw_idp_2024_src_pollution_marche_cadre,SOURCE AMMES DECHQUONDA ,source ammes dechquonda,1,SOURCE AMMES DECHQUONDA 
staging.raw_idp_2024_src_pollution_marche_cadre,SOURCE MASSEGAL,source massegal,1,SOURCE MASSEGAL
staging.raw_idp_2024_src_pollution_marche_cadre,SOURCE RAS EL AIN,source ras el ain,1,SOURCE RAS EL AIN
staging.raw_idp_2024_src_pollution_marche_cadre,STATION AIN OUALI,station ain ouali,1,STATION AIN OUALI
staging.raw_idp_2024_src_pollution_marche_cadre,STATION AVAL GHAFSAI,station aval ghafsai,1,STATION AVAL GHAFSAI
staging.raw_idp_2024_src_pollution_marche_cadre,STATION AZIB SOLTANE,station azib soltane,1,STATION AZIB SOLTANE
staging.raw_idp_2024_src_pollution_marche_cadre,STATION BAB MARZOUKA,station bab marzouka,1,STATION BAB MARZOUKA
staging.raw_idp_2024_src_pollution_marche_cadre,STATION BAB OUENDER,station bab ouender,1,STATION BAB OUENDER
staging.raw_idp_2024_src_pollution_marche_cadre,STATION BENI HAITEM,station beni haitem,1,STATION BENI HAITEM
staging.raw_idp_2024_src_pollution_marche_cadre,STATION DAR EL ARSA,station dar el arsa,1,STATION DAR EL ARSA
staging.raw_idp_2024_src_pollution_marche_cadre,STATION EL KOUCHET,station el kouchet,1,STATION EL KOUCHET
staging.raw_idp_2024_src_pollution_marche_cadre,STATION HAD KOURT,station had kourt,1,STATION HAD KOURT
staging.raw_idp_2024_src_pollution_marche_cadre,STATION HAJRIA,station hajria,1,STATION HAJRIA
staging.raw_idp_2024_src_pollution_marche_cadre,STATION HAMMAM,station hammam,1,STATION HAMMAM
staging.raw_idp_2024_src_pollution_marche_cadre,STATION PONT MECHRAA BEL KSIRI,station pont mechraa bel ksiri,1,STATION PONT MECHRAA BEL KSIRI
staging.raw_idp_2024_src_pollution_marche_cadre,STATION RP 26,station rp 26,1,STATION RP 26
staging.raw_idp_2024_src_pollution_marche_cadre,STATION TABOUDA,station tabouda,1,STATION TABOUDA
staging.raw_idp_2024_src_pollution_marche_cadre,ZAOUIAT SIDI ABDESLAM,zaouiat sidi abdeslam,1,ZAOUIAT SIDI ABDESLAM
