id_decision,parametre_observe,nom_standard_metier,variantes_associees,unite_source,unite_metier,unite_abh,source_table,colonne_valeur,volume_total,volume_non_null,nb_null,nb_non_numerique,nb_suspect,min_observe,max_observe,plage_abh,plage_biblio,statut_mapping,statut_unite,statut_valeur,statut_migration,action_recommandee,decision_metier,commentaire_metier,reference_biblio_principale
MIG-0206,HCO3-,HCO3-,HCO | HCO3 | HCO3- | HCT,mg/L,mg/L,,mesures_qualite_nappes,val_qual_nap,2636,2636,0,0,0,0,1512.8,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0207,HCO3-,HCO3-,HCO | HCO3 | HCO3- | HCT,mg/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,1799,1799,0,0,0,0,1561,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0208,HCO3-,HCO3-,HCO | HCO3 | HCO3- | HCT,mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0209,HCT,HCO3-,HCO | HCO3 | HCO3- | HCT,à confirmer,mg/L,,mesures_qualite_barrages,val_qual_barr,1,1,0,0,0,9.5500000000000007,9.5500000000000007,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0210,HCT,HCO3-,HCO | HCO3 | HCO3- | HCT,à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,490,490,0,0,0,0,212.47,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0211,HCT,HCO3-,HCO | HCO3 | HCO3- | HCT,à confirmer,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0212,Ni,Ni,Ni | Nickel | Nickel(mg)/l,à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,46,46,0,28,0,0.01,7.3899999999999993E-2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0213,Hg,HG / Hg,,à confirmer,,,mesures_qualite_nappes,val_qual_nap,3,3,0,0,0,5.0000000000000001E-4,1.2999999999999999E-3,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_MISSING,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0214,Hg,HG / Hg,,à confirmer,,,mesures_qualite_rivieres,val_qual_riv,227,227,0,0,0,0,0.69499999999999995,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_MISSING,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0215,Hg,HG / Hg,,à confirmer,,,idp_2024_mesures_qualite_globale,val_qual,31,31,0,24,0,2.6140000000000001E-4,1.6999999999999999E-3,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_MISSING,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0216,NO3-,NO3-,NO3- | NO3-(mg/l) | NO3-_Réduction Cd | NO3-_Spectro,mg/L,mg/L,,idp_2024_mesures_qualite_globale,val_qual,189,189,0,23,1,0.3,207,référence ABH non disponible,<= 50 mg/L as nitrate,MAPPED_EXACT,UNIT_OK,FLAG_REQUIRED,OK_WITH_FLAG,appliquer règle de parsing + flag,,,WHO — Chemical fact sheets: Nitrate/nitrite (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/nitrate-and-nitrite-fact-sheet-2022.pdf?download=true&sfvrsn=a65406e9_2)
MIG-0217,IBD,IBD,IBD,Indice,— (indice /20),,mesures_qualite_barrages,val_qual_barr,13,13,0,0,0,0,16.422000000000001,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0218,IBD,IBD,IBD,Indice,— (indice /20),,mesures_qualite_rivieres,val_qual_riv,128,128,0,0,0,0,16.652000000000001,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0219,IBD,IBD,IBD,Indice,— (indice /20),,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0220,IBGN,IBGN,IBGN,Indice,— (indice /20),,mesures_qualite_barrages,val_qual_barr,3,3,0,0,0,9,15,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0221,IBGN,IBGN,IBGN,Indice,— (indice /20),,mesures_qualite_rivieres,val_qual_riv,43,43,0,0,0,1,16,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0222,IBGN,IBGN,IBGN,Indice,— (indice /20),,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_UNKNOWN,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,référence unité métier/ABH absente,,,
MIG-0223,PO43-,PO4³-,PO3 | PO4 3- | PO43- | PO43-(mgP/l),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,163,163,0,23,0,0.02,99.123999999999995,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0224,Indicedephénol(mg/l),Phenol,phenol | Phenol | Phénol | Ph�nol | indice de phénol M:A | Indicedephénol(mg/l) | IP | IP(mgO2/l),mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,182,0,0,0,0.01,0.2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0225,Huiles Graisses,HG,H_G | Huiles Graisses | Huiles Graisses (H G T),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,72,72,0,22,0,0.44,126,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0226,V,V,V | Vanadium(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,42,42,0,21,0,7.6E-3,0.37190000000000001,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0227,IP(mgO2/l),Phenol,phenol | Phenol | Phénol | Ph�nol | indice de phénol M:A | Indicedephénol(mg/l) | IP | IP(mgO2/l),mgO2/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,88,94,0,0,0.80334728,3.49,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0228,K,K,K | K+ | K+4,mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,129,129,0,0,0,0.41,74.2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0229,K,K,K | K+ | K+4,mg/L,mg/L,,mesures_qualite_nappes,val_qual_nap,2637,2637,0,0,0,0,30810,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0230,K,K,K | K+ | K+4,mg/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,1789,1789,0,0,0,0.11,501,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0231,K,K,K | K+ | K+4,mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0232,K+,K,K | K+ | K+4,à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,172,172,0,0,0,0.44800000000000001,633,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0233,K+,K,K | K+ | K+4,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,89,89,0,0,0,0.26400000000000001,376,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0234,K+4,K,K | K+ | K+4,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,89,89,0,0,0,0.26400000000000001,376,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0235,Largeur,Largeur,Largeur,m,m,,mesures_qualite_barrages,val_qual_barr,5,5,0,0,0,0.9,20,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0236,Largeur,Largeur,Largeur,m,m,,mesures_qualite_rivieres,val_qual_riv,191,191,0,0,0,0,60,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0237,Largeur,Largeur,Largeur,m,m,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0238,NH4+,NH4+,Ammonium | NH4 | NH4+ | NH4+  Titri | NH4+ 2 | NH4+ Spect | NH4+(mgNH4+/l),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,188,188,0,20,0,2.0571428999999999E-2,3420,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0239,Li,Li,Li | Litium(mg/l),à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,16,16,0,0,0,0.01,3,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0240,Litium(mg/l),Li,Li | Litium(mg/l),mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,22,160,0,0,6.8999999999999999E-3,6.4299999999999996E-2,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0241,longueur_km,Longueur,longueur_km,km,km,,reseau_hydro_abhs,longueur_km,28,28,0,0,0,6.0280619358447218,471.40927379922306,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0242,Manganèse(mg/l),Mn,Mn | Mn5 | Manganèse(mg/l),mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,180,2,0,1,5.0000000000000001E-3,0.13700000000000001,référence ABH non disponible,<= 0.08 ; frais typiques 0.001-0.2 mg/L,MAPPED_BY_METIER_VARIANT,UNIT_OK,SUSPECT_OUTLIER,OK_WITH_FLAG,migrer avec flag,,,WHO — Manganese fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/manganese-fact-sheet-2022.pdf)
MIG-0243,MD,MD,MD,à confirmer,,,mesures_qualite_rivieres,val_qual_riv,2,2,0,0,0,0,0,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0244,Fe,Fe,Fe | Fe2+ | Fer | Fer(mg/l) | FeT | Ferdissous(mg/l),mg/L,mg/L,,idp_2024_mesures_qualite_globale,val_qual,97,97,0,17,1,1.9900000000000001E-2,43.2,référence ABH non disponible,"0.5-50 (fresh waters); <= 2 (acceptabilité OMS, pas valeur sanitaire formelle) mg/L",MAPPED_EXACT,UNIT_OK,FLAG_REQUIRED,OK_WITH_FLAG,appliquer règle de parsing + flag,,,WHO — Iron fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/iron-fact-sheet-2022.pdf?download=true&sfvrsn=1e9abf4d_2)
MIG-0245,Mercure(mg/l),Hg,Hg | Mercure | Mercure(mg/l),mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,22,160,0,0,2.5000000000000001E-4,0.56399999999999995,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0246,CrT,Cr,Cr | CrT | Chrome | Chrome(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,46,46,0,16,0,1.01E-2,0.1108,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0247,MES,MES,MES | MEST Filtr | MEST(mg/l),mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,414,414,0,0,0,0,13480,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0248,MES,MES,MES | MEST Filtr | MEST(mg/l),mg/L,mg/L,,mesures_qualite_nappes,val_qual_nap,25,25,0,0,0,0,4374,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0249,MES,MES,MES | MEST Filtr | MEST(mg/l),mg/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,1961,1961,0,0,0,0,89271,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0250,MES,MES,MES | MEST Filtr | MEST(mg/l),mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0251,DCO,DCO,DCO | DCO  2h décant. | DCO  D   2h | DCO_dec2h,mg O2/L,mg/L,,idp_2024_mesures_qualite_globale,val_qual,172,172,0,16,0,9.6,30720,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_CONFLICT,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unités non alignées,,,
MIG-0252,MEST(mg/l),MES,MES | MEST Filtr | MEST(mg/l),mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,182,0,0,0,6.8,47431,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0253,Mg,Mg,Mg | Mg++,mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,130,130,0,0,0,0.02,96,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0254,Mg,Mg,Mg | Mg++,mg/L,mg/L,,mesures_qualite_nappes,val_qual_nap,2619,2619,0,0,0,0.49,1008,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0255,Mg,Mg,Mg | Mg++,mg/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,1783,1783,0,0,0,0.36,1043,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0256,Mg,Mg,Mg | Mg++,mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0257,Mg++,Mg,Mg | Mg++,à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,189,189,0,0,0,2.4,854.1,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0258,Mg++,Mg,Mg | Mg++,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,89,89,0,0,0,4.9000000000000004,1215,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0259,MEST Filtr,MES,MES | MEST Filtr | MEST(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,77,77,0,16,0,3.2,1484,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0260,Cu,Cu,Cu | Cuivre | Cuivre(mg/l),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,46,46,0,15,0,1.1299999999999999E-2,0.23369999999999999,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0261,Mn,Mn,Mn | Mn5 | Manganèse(mg/l),mg/L,mg/L,,mesures_qualite_barrages,val_qual_barr,290,290,0,0,1,1.4E-2,8.3070000000000004,référence ABH non disponible,<= 0.08 ; frais typiques 0.001-0.2 mg/L,MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Manganese fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/manganese-fact-sheet-2022.pdf)
MIG-0262,Mn,Mn,Mn | Mn5 | Manganèse(mg/l),mg/L,mg/L,,mesures_qualite_nappes,val_qual_nap,2199,2199,0,0,1,0,95,référence ABH non disponible,<= 0.08 ; frais typiques 0.001-0.2 mg/L,MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Manganese fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/manganese-fact-sheet-2022.pdf)
MIG-0263,Mn,Mn,Mn | Mn5 | Manganèse(mg/l),mg/L,mg/L,,mesures_qualite_rivieres,val_qual_riv,136,136,0,0,1,0,450,référence ABH non disponible,<= 0.08 ; frais typiques 0.001-0.2 mg/L,MAPPED_EXACT,UNIT_OK,SUSPECT_OUTLIER,QUARANTINE_BEFORE_MIGRATION,mettre en quarantaine,,,WHO — Manganese fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/manganese-fact-sheet-2022.pdf)
MIG-0264,Mn,Mn,Mn | Mn5 | Manganèse(mg/l),mg/L,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,<= 0.08 ; frais typiques 0.001-0.2 mg/L,MAPPED_EXACT,UNIT_OK,VALID,OK_FOR_MIGRATION,migrer sans réserve particulière,,,WHO — Manganese fact sheet 2022 (https://cdn.who.int/media/docs/default-source/wash-documents/water-safety-and-quality/chemical-fact-sheets-2022/manganese-fact-sheet-2022.pdf)
MIG-0265,IP,Phenol,phenol | Phenol | Phénol | Ph�nol | indice de phénol M:A | Indicedephénol(mg/l) | IP | IP(mgO2/l),à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,25,25,0,14,0,0.52700000000000002,3.4666666670000001,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0266,Sn,Sn,Sn,à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,42,42,0,13,0,1.0200000000000001E-2,0.88480000000000003,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0267,MO,MO / Mo,,mg/L,,,mesures_qualite_barrages,val_qual_barr,6,6,0,0,0,0,7.6,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_UNKNOWN,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0268,MO,MO / Mo,,mg/L,,,mesures_qualite_nappes,val_qual_nap,2625,2625,0,0,0,0,1092,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_UNKNOWN,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0269,MO,MO / Mo,,mg/L,,,mesures_qualite_rivieres,val_qual_riv,26,26,0,0,0,0,246,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_UNKNOWN,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0270,MO,MO / Mo,,mg/L,,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,AMBIGUOUS,UNIT_UNKNOWN,NOT_EVALUATED,AMBIGUOUS_PARAMETER,arbitrage métier sur le standard cible,,,
MIG-0271,Molybdène(mg/l),Mo,Mo | Molybdène(mg/l),mg/l,mg/L,,suivi_qualite_brg_garde_hebdo,val_qual_brg_garde_hebdo,182,22,160,0,0,0.01,0.01,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_OK,NO_REFERENCE,NEEDS_BIBLIO_VALIDATION,confirmer une plage de référence ou accepter sans seuil externe,,,
MIG-0272,montant_md,Montant_MD,montant_md,à confirmer,Millions Dirhams,,barrages_abhs,montant_md,34,23,11,0,0,31.5,9366,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,HORS_PERIMETRE,REJECT_FROM_MIGRATION,hors périmètre migration des mesures,,,
MIG-0273,NA,Na,NA | Na+ | Na+3,à confirmer,mg/L,,mesures_qualite_barrages,val_qual_barr,128,128,0,0,0,0.02,460,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0274,NA,Na,NA | Na+ | Na+3,à confirmer,mg/L,,mesures_qualite_nappes,val_qual_nap,2637,2637,0,0,0,0,9124,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0275,NA,Na,NA | Na+ | Na+3,à confirmer,mg/L,,mesures_qualite_rivieres,val_qual_riv,1790,1790,0,0,0,0.8,9300,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0276,NA,Na,NA | Na+ | Na+3,à confirmer,mg/L,,types_mesures,,1,0,0,0,0,,,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_EXACT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0277,Na+,Na,NA | Na+ | Na+3,à confirmer,mg/L,,idp_2024_mesures_qualite_globale,val_qual,172,172,0,0,0,2.4,7573,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0278,Na+,Na,NA | Na+ | Na+3,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,89,89,0,0,0,1.96,10145,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
MIG-0279,Na+3,Na,NA | Na+ | Na+3,à confirmer,mg/L,,idp_2024_mesures_qualite_marche_cadre,val_qual,89,89,0,0,0,1.96,10145,référence ABH non disponible,référence bibliographique non confirmée,MAPPED_BY_METIER_VARIANT,UNIT_MISSING,NOT_EVALUATED,NEEDS_UNIT_VALIDATION,unité source absente,,,
